county,officer_names,address,phone,fax,email,website,hours,also_serves,geo_tag
King,Washington State Department of Veterans Affairs,"915 2nd AVE Room 1050, Seattle, Washington 98174",206-825-3986,,,https://www.dva.wa.gov/,,Washington State Department of Veterans Affairs,wa_53033
Kitsap,American Legion,,206-341-8262,,sean.contreras@va.gov,https://walegion.org/dso/,,American Legion (also serves: King),wa_53035
Kitsap,Suquamish Tribe Veteran Services,,"360-394-8515, (360) 394-8413",,jmace@suquamish.nsn.us,https://suquamish.nsn.us/home/departments/human-services/veterans-program/,,Suquamish Tribe Veteran Services,wa_53035
Kitsap,Veterans of Foreign Wars,,509-406-3695,,,https://vfwwa.org/di/vfw/v2/default.asp?pid=84307,Appointments Only Mon - Fri 8:30 AM - 5:00 PM,Veterans of Foreign Wars,wa_53035
Kittitas,Kittitas County Veteran Services Program,"507 N Nanum St. Suite 117, Ellensburg, Washington 98926",(509) 933-8320,,,https://www.co.kittitas.wa.us/health/veterans.aspx,,Kittitas County Veteran Services Program,wa_53037
Kittitas,Washington State Department of Veterans Affairs,"507 N Nanum ST, STE 102, Ellensburg, Washington 98926",509-910-4855,,,https://dva.wa.gov/,,Washington State Department of Veterans Affairs,wa_53037
Klickitat,Klickitat County Veteran Service Officer,,(509) 773-2467,,michael.watts@klickitatcounty.org,https://www.klickitatcounty.org/1142/Veterans-Services,,Klickitat County Veteran Service Officer,wa_53039
Lewis,Lewis County Veterans Services,,360-740-1417,,george.dodd@lewiscountywa.gov,https://lewiscountywa.gov/departments/public-health/veterans-services/,,Lewis County Veterans Services,wa_53041
Lewis,American Legion,"Veterans Memorial Museum, 100 SW Veterans Way, Chehalis, Washington 98532",360-209-3836,,,https://walegion.org/dso/,By Appointment,American Legion,wa_53041
Okanogan,Okanogan County Veteran Service Officer,,(509) 486-2121,,vso@co.okanogan.wa.us,https://www.okanogancounty.org/government/veteran_services/index.php,,Okanogan County Veteran Service Officer,wa_53047
Pacific,Pacific County Veterans Services,,(360) 214-6011,,,https://www.co.pacific.wa.us/veterans/index.html,,Pacific County Veterans Services,wa_53049
Pend Oreille,Stevens County Veterans Resources,"232 Williams Lake Rd., Colville, Washington 99114",(509) 685-2837,,vso@stevenscountywa.gov,https://stevenscountywa.gov/pview.aspx?id=20846&catid=0,Monday through Friday 8:00 a.m. to 4:00 p.m.,Stevens County Veterans Resources (also serves: Ferry; Stevens),wa_53051
Pierce,Pierce County Veterans Program,"3602 Pacific Ave. Suite 200, Tacoma, Washington 98418","(253) 798-7449, 800-992-2456",,veterans@piercecountywa.gov,https://www.co.pierce.wa.us/123/Veterans-Assistance-Programs,Monday - Friday 8:00 a.m. - 4:30 p.m.  This office is closed on weekends and holidays.,Pierce County Veterans Program,wa_53053
Pierce,African American Post Traumatic Stress Disorder Assocation,"Lakewood, Washington",253-589-0766,,,https://aaptsda.org/,,African American Post Traumatic Stress Disorder Assocation (Statewide; also serves: King),wa_53053
Pierce,American Legion,"JBLM Waller Hall, 2140 Liggett AVE, Room 400, Joint Base Lewis-McCord, Washington 98433",253-477-4810,,Aleki.Potoa'e@va.gov,https://walegion.org/DSO/,,American Legion,wa_53053
Pierce,American Legion,,253-583-1300,,americanlakeserviceoffice@walegion.org,https://walegion.org/dso/,,American Legion,wa_53053
Pierce,"National Association for Black Veterans, Inc.",,253-582-0895,,,https://www.washingtonstatecommandcouncil.org/,,"National Association for Black Veterans, Inc.",wa_53053
Pierce,Veterans of Foreign Wars,,253-344-5985,,fifevso@vfwwa.org,https://vfwwa.org/di/vfw/v2/default.asp?pid=84307,,Veterans of Foreign Wars,wa_53053
Pierce,Veterans of Foreign Wars - National Service Officer,"Waller Hall, Building 2140 Room 700, Joint Base Lewis-McChord, Washington 98433",253-966-1279,,adowdy@vfw.org,http://www.vfw.org/assistance/va-claims-separation-benefits/pre-discharge-locations-and-contacts,,Veterans of Foreign Wars - National Service Officer,wa_53053
Pierce,Washington State Department of Veterans Affairs,"Pierce County Veterans Program, 3602 Pacific AVE STE 200, Tacoma, Washington 98418",253-798-7449,,,http://www.dva.wa.gov/,,Washington State Department of Veterans Affairs,wa_53053
Pierce,Washington State Department of Veterans Affairs,"Hawk Career Center, BLDG 11577 41st Division DR, Room 218, Joint Base Lewis-McChord, Washington 98433",253-281-8311,,,http://www.dva.wa.gov/,,Washington State Department of Veterans Affairs (Statewide),wa_53053
Pierce,Wounded Warrior Project,"3315 S 23rd ST STE 310, Tacoma, Washington 98405",206-441-7096,,,https://www.woundedwarriorproject.org/,,Wounded Warrior Project (Statewide),wa_53053
San Juan,Washington State Department of Veterans Affairs,"160 Cascade PL, STE 104, Burlington, Washington 98233",206-843-5726,,,https://dva.wa.gov/,,Washington State Department of Veterans Affairs (also serves: Skagit),wa_53055
Skagit,Skagit County Veteran Service Officer / Veterans Service Specialist,"160 Cascade Pl STE 104, Burlington, Washington 98233",360-391-1512,,cdiaz@co.skagit.wa.us,https://www.skagitcounty.net/Departments/HumanServices/vets.htm,,Skagit County Veteran Service Officer / Veterans Service Specialist,wa_53057
Skagit,Washington State Department of Veterans Affairs,"160 Cascade PL, STE 104, Burlington, Washington 98233",206-843-5726,,,https://dva.wa.gov/,,Washington State Department of Veterans Affairs (also serves: San Juan),wa_53057
Skamania,Skamania County Veteran Services,"710 SE Rock Creek DR, Stevenson, Washington 98648",509-427-3977,,see@co.skamania.wa.us,https://www.skamaniacounty.org/departments-offices/auditor/veterans-assistance,,Skamania County Veteran Services,wa_53059
Snohomish,Snohomish County Veterans Resources,,425-388-7255,,,https://snohomishcountywa.gov/598/Veterans-Assistance-Program,8:00 am - 11:00 am and 1:00 pm - 4:00 pm,Snohomish County Veterans Resources,wa_53061
Snohomish,Veterans of Foreign Wars,"Everett Vet Center, 1010 SE Everett May Way STE 101, Everett, Washington 98208",(425) 252-9701,,,https://vfwwa.org/di/vfw/v2/default.asp?pid=84307,,Veterans of Foreign Wars,wa_53061
Spokane,Spokane County Veterans Services,,509-477-3690,,vetstudy@spokanecounty.org,https://www.spokanecounty.org/1122/Veteran-Services,,Spokane County Veterans Services,wa_53063
Spokane,American Legion,,509-434-7750,,spokaneserviceoffice@walegion.org,https://walegion.org/dso/,,American Legion,wa_53063
Spokane,Veterans of Foreign Wars,"112 N University RD BLDG B, Spokane, Washington 99206",509-789-1832,,spokanevso@vfwwa.org,https://vfwwa.org/di/vfw/v2/default.asp?pid=84307,,Veterans of Foreign Wars,wa_53063
Statewide,Disabled American Veterans,,206-341-8267,,,https://www.dav.org/find-your-local-office/,,Statewide,
Statewide,Fleet Reserve Association,,,,,https://www.fra.org/fra/Web/FRAHome,,Statewide,
Statewide,Marine Corps League,,,,,https://www.mcleaguelibrary.org/,,Statewide,
Stevens,Stevens County Veterans Resources,"232 Williams Lake Rd., Colville, Washington 99114",(509) 685-2837,,vso@stevenscountywa.gov,https://stevenscountywa.gov/pview.aspx?id=20846&catid=0,Monday through Friday 8:00 a.m. to 4:00 p.m.,Stevens County Veterans Resources (also serves: Ferry; Pend Oreille),wa_53065
Thurston,Veterans of Foreign Wars,"VFW Post 5580, 16733 103rd AVE SE, Yelm, Washington 98597",360-523-2774,,SO8@vfwwa.org,https://vfwwa.org/di/vfw/v2/default.asp?pid=84307,By Appointment,Veterans of Foreign Wars,wa_53067
Thurston,Washington State Department of Veterans Affairs,,800-562-2308,,benefits@dva.wa.gov,http://www.dva.wa.gov/,,Washington State Department of Veterans Affairs (Statewide),wa_53067
Walla Walla,County Veterans Services - Walla Walla,"314 W Main (Health Department entrance off of Rose), Walla Walla, Washington 99362",509-524-2936,,,https://www.co.walla-walla.wa.us/government/health_department/veterans.php,,County Veterans Services - Walla Walla,wa_53071
Walla Walla,Vietnam Veterans of America,"VA Medical Center, 77 Wainwright DR Building 74 Room 143, Walla Walla, Washington 99362",509-526-6240,,bloganvva.vso.99362@gmail.com,https://vva.org/what-we-do/veteran-services/service-officer-locator/?gmw_post=service-officers&gmw_address%5B%5D=&gmw_state=Washington&gmw_distance=100&gmw_units=imperial&gmw_form=6&gmw_per_page=-1&gmw_lat=&gmw_lng=&gmw_px=pt&action=gmw_post,,Vietnam Veterans of America,wa_53071
Whatcom,Whatcom County Veterans Services,"509 Girard Street  Lower Level, Bellingham, Washington 98225","360-778-6050, Fax 360-778-6001",,"EWitowsk@whatcomcounty.us, SDalgarn@co.whatcom.wa.us",https://www.whatcomcounty.us/3301/Veterans-Program,8:30AM to 4:00PM,Whatcom County Veterans Services,wa_53073
Whatcom,Nooksack Indian Tribe Veterans Service Program,,360-592-5176 ext. 3306,,cgellys@nooksack-nsn.gov,https://nooksacktribe.org/departments/veterans-program/,,Nooksack Indian Tribe Veterans Service Program,wa_53073
Whatcom,Vietnam Veterans of America,"WorkSource, 101 Prospect ST, Bellingham, Washington 98225",425-568-3178,,aebertvva@gmail.com,https://vva.org/what-we-do/veteran-services/service-officer-locator/?post%5B0%5D=service-officers&address%5B0%5D&per_page=10&lat&lng&country&form=6&action=fs&units=imperial&state=Washington,,Vietnam Veterans of America,wa_53073
Whitman,Whitman County Veteran Service Officer,"400 N Main ST, Colfax, Washington 99111",509-397-5246,,beckyburi@whitmancounty.net,https://www.whitmancounty.org/628/Veteran-Services-Officer,,Whitman County Veteran Service Officer,wa_53075
Yakima,American Legion,"1630 S 16th AT STE 6, Yakima, Washington 98902",509-895-7532,,,https://walegion.org/dso/,,American Legion,wa_53077
Yakima,Veterans of Foreign Wars,"1630 S 16th AVE STE 5, Yakima, Washington 98902",509-654-7191,,yakimavso@vfwwa.org,https://vfwwa.org/di/vfw/v2/default.asp?pid=84307,,Veterans of Foreign Wars,wa_53077
