county,officer_names,address,phone,fax,email,website,hours,also_serves,geo_tag
Green,Clayton Ruegsegger; Chris Beer,"N3152 Hwy 81, Monroe, WI 53566, Molly Brown",608-328-9415,608-328-9654,cruegsegger@greencountywi.org; mebrown@greencountywi.org; cbeer@greencountywi.org,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55045
Green Lake,Jon Vandeyacht; Robin Kenton,"571 County Road A,, Green Lake, WI 54941-0588, P.O. Box 588",920-294-4123,920-294-4139,jvandeyacht@greenlakecountywi.gov; rkenton@greenlakecountywi.gov,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55047
Ho-Chunk Nation (Tribal),Dawson McAndrew,"W9814 Airport Rd., Black River Falls, WI  54615, Fx 715-284-5934, Dawson.McAndrew, Lynette Hopinkah, Office Manager, PO Box 667",715-284-4563,,Dawson.McAndrew@ho-chunk.com; lynette.hopinkah@ho-chunk.com,https://wicvso.org/locate-your-cvso-tvso/,,,
Iowa,Jeffrey Lindeman,"303 Chapel - Suite 1300, Dodgeville, WI 53533",608-930-9865,608-935-3024,vet@iowacounty.org,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55049
Iron,Erick Nasi,"County Veterans Service Office, 300 Taconite Street, Suite 106, Hurley WI 54534",715-561-2190,715-561-2928,vetservices@ironcountywi.org,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55051
Jackson,"Hunter Rudnick; Brenda Schulz, Administrative","Courthouse,, 307 Main St., Black River Falls, WI 54615",715-284-0225,715-284-0223,veterans.services@jacksoncountywi.gov; brenda.schulz@jacksoncountywi.gov,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55053
Jefferson,Brandie Hanson; Shawn Flyte,"Jefferson County Courthouse, Veterans Services, 311 S. Center Ave., Rm 207, Jefferson, WI 53549, Russ Toeller, Veteran Outreach Clerk",920-674-7240,920-674-9123,BHanson@jeffersoncountywi.gov; sflyte@jeffersoncountywi.gov; rtoeller@jeffersoncountywi.gov,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55055
Juneau,"Colin Moten; Brian James; Hannah Schneider, Administrative","220 State St., Room 101, Mauston, WI 53948",608-847-9385,608-847-9417,veterans@juneaucountywi.gov; bjames@juneaucountywi.gov; hschneider@juneaucountywi.gov,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55057
Kenosha,Jennifer Blasi; Robert Swanson; Danielle White; Sherry Coil; Tim Buckli,"Kenosha County Veterans Service Office, 8600 Sheridan Road, Suite 700, Kenosha, WI 53143-6516, robert.swanson.kenoshacountywi.gov",262-605-6690,262-605-6695,jennifer.blasi@kenoshacountywi.gov; danielle.white@kenoshacountywi.gov; sherry.coil@kenoshacountywi.gov; timothy.buckli@kenoshacountywi.gov,http://www.co.kenosha.wi.us/index.aspxnid=368,,,wi_55059
Kewaunee,Nathan Thomas; Dallas Hubbard,"810 Lincoln St., Kewaunee, WI 54216",920-388-7198,920-388-7139,thomas.nathan@kewauneeco.org; hubbard.dallas@kewauneeco.org,http://www.facebook.com/KewauneeCVSO,,,wi_55061
La Crosse,Jane Brannan; Erica Lakowske; Anamarie Moore; Shannon Miller; Lee Medema,"Health & Human Services Building,, 300 4th St N,, La Crosse, WI 54601",608-785-9719,608-785-9718,jbrannan@lacrossecounty.org; laxveterans@lacrossecounty.org; elakowske@lacrossecounty.org; anmoore@lacrossecounty.org; shmiller@lacrossecounty.org; lmedema@lacrossecounty.org,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55063
Lac Courte Oreilles Band of Lake Superior Chippewa (Tribal),VACANT,"13878 W North Agency Road, Stone Lake, WI  54876, Fx 715-865-3377",715-957-0077,,rbarberlco@yahoo.com,https://wicvso.org/locate-your-cvso-tvso/,,,
Lac du Flambeau Band of Lake Superior Chippewa (Tribal),Ronald Peterson,"Lac du Flambeau, WI  54538, PO Box 67",715-588-4174,,ronald.peterson@ldftribe.com,https://wicvso.org/locate-your-cvso-tvso/,,,
Lafayette,Samuel Fuller,"626 Main Street, Darlington, WI 53530, P.O. Box 67",608-776-4886,608-776-4915,samuel.fuller@lafayettecountywi.org,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55065
Langlade,Randy Adair; Mary Lex,"1225 Langlade Rd., Antigo, WI 54409-2795",715-627-6545,715-627-6278,radair@co.langlade.wi.us; mlex@co.langlade.wi.us,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55067
Lincoln,Matthew Pultz; Tiffany Daigle,"801 N. Sales St., Suite 104, Merrill, WI 54452-1100",715-539-1083,715-539-8324,matthew.pultz@co.lincoln.wi.us; tiffany.daigle@co.lincoln.wi.us,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55069
Manitowoc,Todd Brehmer; Jeff Mosher,"Veteran Service Office, 1701 Michigan Avenue, Manitowoc, WI 54220",920-683-4055; 920-683-4055,920-683-5135,toddbrehmer@manitowoccountywi.gov; jeffmosher@manitowoccountywi.gov,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55071
Marathon,"Aaron Galindo; Brenda Bayer; Gwen Loiz, Senior Administrative","1100 Lake View Drive, Suite 300, Wausau, WI 54403",715-261-1141,715-261-1146,aaron.galindo2@marathoncounty.gov; mcvets@marathoncounty.gov; Brenda.bayer@marathoncounty.gov; gwen.loiz@marathoncounty.gov,https://www.marathoncounty.gov/about-us/departments/veterans-services,,,wi_55073
Marinette,Tom Doyle; Holly Gajeski,"Veterans Service Office, 1926 Hall Ave., Marinette, WI 54143-1717",715-732-7650,715-732-7447,cvso@marinettecounty.com; holly.gajeski@marinettecountywi.gov,http://www.marinettecounty.com/departments/department=3eaee028d733,,,wi_55075
Marquette,Brandon Enck; VACANT,"Marquette County, Veterans Service Officer, 480 Underwood Ave,, Montello, WI 53949, FX: 608-297-9161",608-297-3182,,benck@co.marquette.wi.us; benck@co.marquette.wi.us,http://www.co.marquette.wi.us/Departments/Veteran/veterans.html,,,wi_55077
Menominee,"Bruce A. Wilber Jr.; Justin Fisher, Administrative","Keshena WI 54135, P.O. Box 279",715-799-3729,715-799-4957,cvso2@co.menominee.wi.us; jfisher@co.menominee.wi.us,https://wicvso.org/locate-your-cvso-tvso/,,Menominee Nation and Menominee County,wi_55078
Menominee Nation (Tribal),"Bruce A. Wilber Jr.; Justin Fisher, Administrative","Keshena WI 54135, P.O. Box 279",715-799-3729,715-799-4957,cvso2@co.menominee.wi.us; jfisher@co.menominee.wi.us,https://wicvso.org/locate-your-cvso-tvso/,,Menominee Nation and Menominee County,
Milwaukee,"Rick Flowers; Dominique Nunnally, Administrative","Milwaukee County Veterans Service Office, 6401 W. Greenfield Ave., Milwaukee, WI 53214, Michelle Gore, Program Manager",414-266-1235; 414-266-1232; 414-266-1234,414-266-1233,rick.flowers@milwaukeecountywi.gov; michelle.gore@milwaukeecountywi.gov; dominique.nunnally@milwaukeecountywi.gov,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55079
Monroe,Charles Weaver; Allen Kirkland,"202 S. K Street #5, Sparta, WI 54656, Mandy Walbrun, Office Clerk",608-269-8726; 608-269-8727,608-269-8893,charles.weaver@co.monroe.wi.us; allen.kirkland@co.monroe.wi.us,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55081
Oconto,Ron Christensen; Tanya Gonzalez,"Courthouse, #3043, 301 Washington St., Oconto, WI 54153-1620",920-834-6817,920-834-6819,ron.christensen@ocontocountywi.gov; tanya.gonzalez@ocontocountywi.gov,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55083
Oneida,Matthew Young; Samantha Negron,"Courthouse,, Rhinelander, WI 54501, P.O. Box 400",715-369-6127,715-369-6267,msyoung@oneidacountywi.gov; snegron@oneidacountywi.gov,https://www.oneidacountywi.gov/departments/vs/,,,wi_55085
Oneida Nation (Tribal),Connor Kestell; Joseph Valentino,"134 Riverdale Dr., Oneida, WI  54155",920-869-1133,,ckestell@oneidanation.org; jvalenti@oneidanation.org,https://wicvso.org/locate-your-cvso-tvso/,,,
Outagamie,"Kelly (Kell) Bales; Dave Holst, Senior; Tammy Tesch, Senior; Nathan Kaminske; Timothy Fanelli; Vacant, Administrative","320 S. Walnut, Appleton, WI 54911",920-832-5697,920-832-2473,kelly.bales@outagamie.org; david.holst@outagamie.org; tammy.tesch@outagamie.org; nathan.kaminske@outagamie.org; timothy.fanelli@outagamie.org; CVSOoffice@outagamie.org,http://www.co.marquette.wi.us/Departments/Veteran/veterans.html,,,wi_55087
Ozaukee,Kevin Johnson; Kimberly Cox,"Administration Center, RM 313, Port Washington, WI 53074-0994, PO Box 994",262-284-8326,262-284-8330,kmcjohnson@ozaukeecounty.gov; kcox@ozaukeecounty.gov,https://www.facebook.com/OzaukeeCOveterans/,,,wi_55089
Pepin,Sheri Peterson,"740 7th Ave. West, Durand, WI 54736-0039, P.O. Box 39,",715-672-8887,715-672-8039,pepinvso@co.pepin.wi.us,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55091
Pierce,Melissa Hildebrandt; Tami MacGregor,"412 W. Kinne St., Ellsworth, WI 54011, P.O. Box 146",715-273-6753,715-273-6754,melissa.hildebrandt@co.pierce.wi.us; tami.macgregor@co.pierce.wi.us,http://www.co.pierce.wi.us/Veterans%20Services/Veteran_Services_Main.html,,,wi_55093
Polk,Andrew Butzler; Nicole Schmid,"Veterans Service Office, 100 Polk County Plaza, Suite 70, Balsam Lake, WI 54810",715-485-9243,715-500-2713,cvso@polkcountywi.gov; nicole.schmid@polkcountywi.gov,http://co.polk.wi.us/cvso/index.htm,,,wi_55095
Portage,John Olson Jr.; Dan Sankey,"City County Building,, 1516 Church St., Stevens Point, WI 54481-3598",715-346-1310,715-346-1410,veterans@co.portage.wi.gov; sankeyd@co.portage.wi.gov,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55097
Price,"Elden Shier Sr.; Debra Metzker, Administrative","Price County Veterans Office, 104 Eyder Ave, RM 210, Phillips, WI 54555",715-339-2545,715-339-5116,elden.shier@pricecounty.wi.gov; debra.metzker@pricecounty.wi.gov,https://www.co.price.wi.us/245/Veterans-Service,,,wi_55099
Racine,Shawn Rivers; Aimee Hooper; Joshua Buisch,"WFDC, 3 North, 1717 Taylor Ave., Racine, WI 53403",262-638-6702,262-638-6781,shawn.rivers@racinecounty.com; aimee.hooper@racinecounty.com; joshua.buisch@racinecounty.com,http://www.racineco.com/veterans/index.aspx,,,wi_55101
Red Cliff Band of Lake Superior Chippewa (Tribal),David J. Curran,"Red Cliff Community Health Center, 88385 Pike Rd., Red Cliff, WI  54814",715-779-3707  ext 2271,715-209-8670,dcurran@redclliffhealth.org,https://wicvso.org/locate-your-cvso-tvso/,,,
Richland,Karen Knock; Hugo Santiago,"Courthouse,, 181 W. Seminary, Richland Center, WI 53581",608-647-6101,608-647-3940,rcvso@co.richland.wi.us; hugo.santiago@co.richland.wi.us,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55103
Rock,Paul Crawford; Eric Krueger; Gerald Sieren,"Rock County Veterans Service Office, 1747 Center Ave, Suite 100, Janesville, WI 53546, Nicholas Horkan, DVSO",608-757-5552,608-757-5604,paul.crawford@co.rock.wi.us; nicholas.horkan@co.rock.wi.us; eric.krueger@co.rock.wi.us; gerald.sieren@co.rock.wi.us,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55105
Rusk,Tami Inman-Stoker; Geri Leisch,"Courthouse,, 311 Miner Ave. E, Ladysmith, WI 54848",715-532-2299,715-532-2126,tstoker@ruskcountywi.us; gleisch@ruskcountywi.us,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55107
Sauk,"Tony Tyczynski; Louis Birkholz; Jenny Moore, Administrative; Lori Miller; Becky Held","Sauk County West Square, 505 Broadway, Rm. 102, Baraboo, WI 53913",608-355-3260,608-355-3263,tony.tyczynski@saukcountywi.gov; louis.birkholz@saukcountywi.gov; jennifer.moore@saukcountywi.gov; lori.miller@saukcountywi.gov; becky.held@saukcountywi.gov; vetservice@saukcountywi.gov,https://www.co.sauk.wi.us/veteransserviceoffice,,,wi_55111
Sawyer,Gary Elliott; Nicole Clapero,"Veteran Service Office, 16096 U.S. Hwy 63, Hayward, WI 54843, Mailing Address:, 10610 Main St. 2, Hayward, WI 54843",715-634-2770,715-638-3213,gary.elliott@sawyercountygov.org; nicole.clapero@sawyercountygov.org; veterans@sawyercountygov.org,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55113
Shawano,Paul Pionke; Lewis Drumheller,"Courthouse, Room 103,, 311 N. Main St., Shawano, WI 54166",715-526-9183,715-524-4622,paul.pionke@shawanocountywi.gov; lewis.drumheller@shawanocountywi.gov,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55115
Sheboygan,Craig Stewart; A; Brian Verhelst; Jonathan Belval,"650 Forest Ave., Sheboygan Falls, WI 53085",920-459-3053,920-467-4195,veterans.services@sheboygancounty.com; craig.stewart@sheboygancounty.com; jonathan.belval@sheboygancounty.com,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55117
Sokaogon Chippewa Community (Tribal),Dean VanZile,"3051 Sand Lake Rd., Crandon, WI  54520, Fx 715-478-0980",715-622-0271,,tvso@scc-nsn.gov,https://wicvso.org/locate-your-cvso-tvso/,,,
St. Croix,Phillip J. Landgraf; Joe Engesether; Anna Anderson,"St. Croix County Services Center, 1752 Dorset Lane, New Richmond, WI 54017",715-386-4759; 715-386-4758; 715-386-4759,715-386-4756,phillip.landgraf@sccwi.gov; joe.engesether@sccwi.gov; anna.anderson@sccwi.gov,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55109
St. Croix Tribe (Tribal),VACANT,"Veterans Office, 24663 Angeline Ave., Webster, WI  54893",715-416-3580,,bruce.taylor@stcroixcasino.com,https://wicvso.org/locate-your-cvso-tvso/,,,
Stockbridge-Munsee Band of Mohican Indians (Tribal),Gregg Duffek,"203 W. Main St, Bowler, WI  54416, PO Box 70",715-793-4036,,gregg.duffek@mohican-nsn.gov,https://wicvso.org/locate-your-cvso-tvso/,,,
Taylor,Sheila Sutton; Cody Jochimsen,"224 South 2nd St., Room 1308, Medford, WI 54451-1899",715-748-1488,715-748-1415,sheila.sutton@co.taylor.wi.us; cody.jochimsen@co.taylor.wi.us,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55119
Trempealeau,Joe Quackenboss; Wade Behselich,"Courthouse,, 36245 Main St., Whitehall, WI 54773, P.O. Box 67",715-538-1862,715-538-1841,veterans@co.trempealeau.wi.us,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55121
Vernon,Crystal Knoll; Cristal Jones; Leddia Tallman,"402 Courthouse Square, Banta Building, Suite 100, Viroqua, WI 54665",608-637-5323,608-638-2327,crystal.knoll@vernoncountywi.gov; cristal.jones@vernoncountywi.gov; leddia.tallman@vernoncountywi.gov,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55123
Vilas,Brian Thomas; Kevin Eades,"330 Court Street, Eagle River, WI 54521",715-479-3629,715-479-3778,brthom@vilascountywi.gov; keeade@vilascountywi.gov,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55125
Walworth,"John Scholtz; Theresa Cliffgard, Administrative; Gavin Reshkus","1910 County Road NN, Elkhorn, WI 53121, P.O. Box 1005",262-741-4222,262-741-4386,jscholtz@co.walworth.wi.us; veterans@co.walworth.wi.us; tcliffga@co.walworth.wi.us; jscholtz@co.walworth.wi.us; greshkus@co.walworth.wi.us,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55127
Washburn,Joe Schmidt; Adam Smith,"304 2nd St., Shell Lake, WI 54871, PO Box 317",715-635-4470,715-388-7944,jschmidt@co.washburn.wi.us; asmith@co.washburn.wi.us,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55129
Washington,Kurt Rusch; Barb Kempf-Neuy,"Public Agency Center, 333 E. Washington St., Suite 3100, West Bend, WI 53095-7986",262-335-4457,262-365-5001,kurt.rusch@washcowisco.gov; barbara.kempf-neuy@washcowisco.gov,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55131
Waukesha,Jeremy Johns; Justin Roloff; Patty McHugh; Justin Urbano,"Human Service Center, 514 Riverview Ave., Waukesha, WI 53188",262-548-7732,262-896-8588,jjohns@waukeshacounty.gov; vetserve@waukeshacounty.gov,https://www.facebook.com/WaukeshaCountyVeteransServices/,,,wi_55133
Waupaca,"Jesse Cuff; Cindy Roloff, Senior; Craig Hokenstad; Brian Dishong","2670 County Road A, Waupaca, WI 54981, Waushara County, William Rosenau, Wautoma, WI 54982, P.O. Box 159",715-258-6477; 715-258-6478; 715-258-6476; 920-787-0446,920-787-6658,veterans@co.waupaca.wi.us; william.rosenau@wausharacountywi.gov; brian.dishong@wausharacountywi.gov,http://www.co.waupaca.wi.us/departments/veterans_service_office/index.php,,,wi_55135
Waushara,William Rosenau; Brian Dishong,"P.O. Box 159, Wautoma, WI 54982",920-787-0446,920-787-6658,william.rosenau@wausharacountywi.gov; brian.dishong@wausharacountywi.gov,https://wicvso.org/locate-your-cvso-tvso/,,,wi_55137
Winnebago,"Del Volpel; Lydia Wilz; Jonathan Plato; Shane Magelitz; Susan Giese, Administrative; Teresa Cook; Zachary Zuehlsdorf; Lisa Brandt, Administrative","Oshkosh Office, Department of Veterans' Services, 220 Washington Ave. 3rd Floor, Oshkosh, WI 54901-4704, Neenah-Menasha Office, 211 N. Commercial, Neenah, WI 54956",920-232-3400; 920-729-4820,920-720-3625,dvolpel@winnebagocountywi.gov; lwilz@winnebagocountywi.gov; jplato@winnebagocountywi.gov; smagelitz@winnebagocountywi.gov; sgiese@winnebagocountywi.gov; tcook@winnebagocountywi.gov; zzuehlsdorf@winnebagocountywi.gov; lbrandt@winnebagocountywi.gov,https://www.co.winnebago.wi.us/veterans,,,wi_55139
Wood,Rock Larson; Leita Sosin; Benjamin Sheppard; Jason Sterling,"Wisconsin Rapids Office, Courthouse, 400 Market St.,, Wisconsin Rapids, WI 54495-8095, Marshfield Office, 1600 Chestnut Ave., Marshfield, WI 54449-1449, P.O. Box 8095",715-421-8420; 715-384-3773,844-688-4806,rock.larson@woodcountywi.gov; Leita.Sosin@woodcountywi.gov; benjamin.sheppard@woodcountywi.gov; Jason.Sterling@woodcountywi.gov,https://www.woodcountywi.gov/Departments/Veterans/,,,wi_55141
